LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
AC003988.1,1,46,8,0,0,122,0,3,0,1,11,66,77,2,48691.5608,898,1,6782.180127,17195,0,0,22897,0,0,5,33,11,25,5,20,5,20,25,2,15195.26331,19707,2,48691.5608,895,1,9420.0396,19344,2,15195.26331,19650,2,48691.5608,895,1,9420.0396,19287,7,14,7,14,5,17,5
AC003991.3,1,40,45,0,0,0,0,24,4,5,19,36,55,0,0,0,1,3698.07946,15827,1,0,19061,7,7.711667,0,15,21,58,1,57,0,12,12,2,5878.761572,15314,3,36985.5801,411,2,5038.036747,15314,2,5970.648726,15257,0,0,0,2,5970.648726,15257,28,33,7,9,30,70,19
AC004009.3,1,65,22,0,0,0,0,5,0,0,16,51,67,0,0,0,1,2807.049144,8700,1,0,7774,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
AC004012.1,0,51,38,0,0,168,0,19,3,1,14,35,49,5.5,39289.52225,572.5,1,4141.618669,14602,0,0,22897,1,6.98,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
AC004014.3,0,62,49,0,0,67,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
AC004019.13,3,90,46,0,0,0,0,3,0,4,5,32,37,3,23201.92167,480,3,18284.01733,21912,3,0,22377,2,8.643333,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
AC004041.2,0,33,29,0,0,0,0,6,3,1,3,23,26,0,0,0,1,6744.264971,7739,1,0,5323,6,8.481667,0,7,3,18,3,15,0,0,0,3,26060.28668,20549,7,69114.10276,836,2,6189.294644,20542,0,0,0,0,0,0,0,0,0,11,12,0,0,4,27,0
AC004051.2,0,53,3,0,0,0,0,12,4,0,1,22,23,0,0,0,1.5,2422.12275,10951.5,0,0,22897,22,8.077619,0,2,2,22,0,22,0,0,0,1,4510.272614,17012,0,0,0,1,4510.272614,17012,0,0,0,0,0,0,0,0,0,6,8,0,0,3,18,0
AC004053.1,0,45,117,0,0,175,0,14,7,3,12,20,32,0,0,0,1,1692.318713,9119.5,0,0,22897,2,5.5675,0,8,10,29,0,29,0,6,6,1,3681.760035,14949,0,0,0,1,3681.760035,14949,1,1716.958414,7684,0,0,0,1,1716.958414,7684,11,14,3,5,10,23,1
AC004054.1,2,67,15,0,0,72,0,6,0,0,22,29,51,0,0,0,1,2349.384263,10557,0,0,22897,1,7.066667,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0
AC004063.1,0,46,6,0,0,53,0,1,0,0,3,8,11,0,0,0,1,1286.28335,8632,0,0,22897,1,8.99,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004066.3,0,52,22,0,0,0,0,15,1,1,15,19,34,0,0,0,1,5803.722152,18139,1,0,19204,5,7.698667,0,21,2,3,0,3,0,3,3,3,10987.72733,15033,0,0,0,3,10987.72733,15033,3,10987.72733,14976,0,0,0,3,10987.72733,14976,2,1,1,0,7,0,0
AC004067.5,1,42,17,0,0,0,0,3,0,1,15,13,28,0,0,0,1,2806.682743,14197,1,0,18026,3,9.141111,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,21,1,0
AC004069.2,1,51,37,0,0,0,0,25,7,4,9,11,20,0,0,0,1,3168.794675,14582,0,0,22897,7,6.592667,0,12,15,31,0,31,0,11,11,1,3590.022039,14949,0,0,0,1,3590.022039,14949,1,3384.543418,14892,0,0,0,1,3384.543418,14892,16,21,3,5,12,29,11
AC004112.4,0,43,15,0,0,0,0,10,4,0,32,65,97,0,0,0,1,3880.927986,11445,1,0,7234,1,7.243333,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,39,9,0
AC004125.3,0,44,35,0,0,0,0,3,1,0,6,84,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,11,0,0,0,1,4118.2161,14656,0,0,0,1,4118.2161,14656,0,0,0,0,0,0,0,0,0,2,3,0,0,5,8,0
AC004156.3,0,63,148,0,0,0,0,24,5,6,21,51,72,3,28625.65175,290,2,5862.295787,18660,0,0,22897,4,7.139167,4,30,24,94,9,85,4,20,24,2,14792.55077,20347,3,30434.58174,377,2,10174.82354,19883,2,13634.47582,20166,3,28625.65198,287,2,9351.282637,19190,42,76,9,13,15,32,9
AC004158.2,0,47,16,0,0,0,0,25,5,4,7,20,27,0,0,0,1,1649.475135,11798.5,0,0,22897,1,8.356667,0,20,8,31,1,30,0,0,0,3,11874.22155,18881,6,38839.996,631,3,9336.266302,16894,0,0,0,0,0,0,0,0,0,11,22,0,0,27,23,0
AC004158.3,0,43,39,0,0,0,0,1,0,1,2,14,16,0,0,0,1,535.3542,7368.5,0,0,22897,7,9.059524,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
AC004160.4,0,59,4,0,0,0,0,1,0,0,5,41,46,0,0,0,1,4417.739267,7784,1,0,3725,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
AC004221.2,0,45,225,0,0,0,0,11,3,5,74,79,153,8.5,88521.21214,1044.5,3,12074.4173,21057,27,0,22506,16,8.377955,14,15,40,100,28,72,13,13,26,8,70287.60252,22747,10,98365.43813,1044,4,16131.28181,21264,9,87468.59483,22714,10,105990.8749,1053,8,19167.68702,21594,78,97,35,41,36,65,32
AC004231.2,0,52,15,0,0,0,0,18,5,3,22,42,64,4,62097.24738,857.5,1,9596.75215,18336,0,0,22897,1,5.85,16,32,27,85,25,60,16,11,27,3,45757.91696,22263,4,76617.11058,800,2,8432.987544,19114,3,64454.41889,22470,4,79996.06359,909,2,9720.800574,20607,25,71,11,18,7,7,3
AC004237.1,0,36,19,0,0,219,0,3,1,1,7,21,28,0,0,0,1,2903.60671,10319.5,0,0,22897,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
AC004257.1,0,40,55,0,0,234,0,10,2,3,10,50,60,0,0,0,1,3608.799267,12655,0,0,22897,11,8.140323,0,12,1,12,1,11,0,0,0,1.5,13966.35009,21717.5,2,23391.2827,132,1,13109.53804,21636,0,0,0,0,0,0,0,0,0,5,3,0,0,1,13,0
AC004381.7,0,42,17,0,0,0,0,18,4,1,30,57,87,3,22741.4995,620.5,1,5774.104408,17507,1,0,19957,2,7.358333,2,53,1,11,0,11,0,11,11,1,2895.340745,14092,0,0,0,1,2895.340745,14092,1,2895.340745,14035,0,0,0,1,2895.340745,14035,3,5,3,5,26,7,7
AC004448.2,2,31,56,0,0,314,0,15,4,2,16,29,45,0,0,0,1,5403.620406,18132,0,0,22897,12,7.265,0,16,19,37,0,37,0,5,5,1,8040.700418,18823,0,0,0,1,8040.700418,18823,1,5516.2392,12860.5,0,0,0,1,5516.2392,12860.5,19,39,8,10,11,3,0
AC004448.5,0,47,55,0,0,0,0,16,5,0,5,20,25,0,0,0,1,2071.21308,9539,1,0,6918,5,7.316,0,5,44,77,0,77,0,4,4,1,9016.375446,18823,0,0,0,1,9016.375446,18823,1,2387.86008,9420,0,0,0,1,2387.86008,9420,43,83,4,5,0,31,0
AC004449.6,1,96,145,0,0,0,0,17,5,5,25,45,70,3,28625.65175,290,2,6165.282682,18743.5,0,0,22897,21,8.015667,4,28,2,24,4,20,4,20,24,2,11448.47684,19328,3,28625.65198,287,2,8055.454593,19028,2,11380.41403,19200.5,3,28625.65198,287,2,7931.366435,18955.5,6,9,6,9,14,2,2
AC004463.6,2,62,55,0,0,0,1,28,6,4,20,62,82,1,27258.956,332,1,5602.998354,14993,0,0,22897,5,6.465833,1,37,20,115,4,111,1,31,32,1,8667.940033,19736,1,35138.87283,329,1,7603.781931,19208,2,8787.112282,20230,1,27258.956,329,2,7893.313392,16869,41,73,10,16,19,58,19
AC004471.10,0,52,50,0,0,0,0,3,0,1,14,36,50,1,27258.956,332,1,5793.842559,15436,0,0,22897,14,8.368095,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
AC004471.9,0,55,60,0,0,0,0,16,5,6,11,32,43,1,27258.956,332,1,5793.842559,15436,0,0,22897,2,6.823333,1,37,14,105,4,101,1,20,21,1,7614.437488,18732.5,1,33604.02396,329,1,6903.476157,18513,1,7440.116539,16097,1,27258.956,329,1,6631.184316,16097,38,56,3,7,10,65,6
AC004485.3,0,79,47,0,0,0,0,4,1,0,10,32,42,0,0,0,1,1171.7155,6147,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
AC004490.1,0,63,81,0,0,359,0,4,0,2,36,68,104,4,37984.44425,498,1.5,9305.600723,20249.5,0,0,22897,10,8.975517,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
AC004510.3,0,74,93,0,0,0,0,36,9,5,9,42,51,2,50475.32344,999,2,5472.214743,17838,2,0,20270,1,6.88,9,14,3,21,0,21,0,7,7,3,8299.797867,19258,0,0,0,3,8299.797867,19258,3,6395.354586,19001,0,0,0,3,6395.354586,19001,6,14,0,6,11,4,0
AC004528.4,0,95,265,0,0,0,0,8,2,1,36,79,115,5,55700.4,848.5,3,11423.1101,19790,3,0,22499,25,8.50473,6,23,9,57,19,38,5,20,25,5,56870.54301,22393,8,101226.8164,1039,4,15799.91951,21430,4,25336.09925,22081,5,57093.52452,785,3,14385.26295,21326,26,49,7,17,15,25,11
AC004535.2,0,77,1,0,0,121,0,1,1,0,1,15,16,0,0,0,1,714.1987667,4231,1,0,4231,0,0,0,3,1,11,0,11,0,0,0,1,3953.128545,16153,0,0,0,1,3953.128545,16153,0,0,0,0,0,0,0,0,0,3,6,0,0,5,12,0
AC004538.3,0,63,9,0,0,0,0,3,1,0,8,22,30,0,0,0,1,3212.683914,11073,1,0,9579,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
AC004540.4,0,53,56,0,0,0,0,20,6,1,15,41,56,0,0,0,1,2873.297743,10924,1,0,9573,7,8.04,0,23,12,32,12,20,0,5,5,7,92819.77975,22751,7,103580.0047,1024,2,4417.147565,15229,1,2246.61388,8318,0,0,0,1,2246.61388,8318,32,36,2,4,14,37,8
AC004540.5,1,50,36,0,0,0,0,24,5,3,13,49,62,0,0,0,1,4479.301922,11924,1,0,21504,5,6.726667,0,9,9,29,17,12,0,2,2,6,81122.34904,22710,7,96424.1313,1024,1,5888.586221,15229,1.5,2745.34925,11336,0,0,0,1.5,2745.34925,11336,32,33,2,8,10,28,2
AC004543.2,1,97,126,0,0,0,0,0,0,0,4,24,28,0,0,0,1,1984.472958,11550,0,0,22897,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004549.6,0,60,27,0,0,0,0,37,8,5,28,68,96,5,50136.632,836,1,4944.503167,16460,0,0,22897,2,7.2775,1,51,17,43,12,31,1,25,26,5,73403.60274,22696,10,119652.3939,1025,1,4279.065386,15590,1,5712.881796,16607,5,50136.632,833,1,4806.274649,16607,23,23,9,10,16,25,0
AC004562.1,0,61,7,0,0,0,0,7,1,0,2,13,15,0,0,0,1,1799.68,8212,1,0,8212,1,7.933333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.3,1,61,19,0,0,182,0,4,0,0,32,76,108,0,0,0,1,5325.557639,10351,0,0,22897,1,8.72,0,18,15,17,0,17,0,8,8,2,7422.327673,16005,0,0,0,2,7422.327673,16005,1.5,8232.44555,16119.5,0,0,0,1.5,8232.44555,16119.5,18,15,3,4,9,7,0
AC004603.4,0,125,11,0,0,0,0,1,1,0,6,47,53,1,25458.369,286,1,2254.243022,9718.5,1,0,6887,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
AC004623.2,1,58,49,0,0,0,0,38,8,5,9,45,54,5.5,35106.2345,524.5,1,6288.300491,16565,0,0,22897,9,8.867407,2,32,19,87,26,61,2,21,23,3,28485.91201,21596,8,59873.91675,730,3,12377.69843,20744,3,15111.37358,20687,8,34818.73643,313,3,10827.16426,20599,30,43,5,14,13,32,10
AC004637.1,0,46,106,0,0,272,0,21,4,4,19,43,62,13,30581.808,331,1,5656.226744,16580,0,0,22897,6,8.307222,1,25,6,36,12,24,1,9,10,4,18675.15003,21387,7.5,37783.83156,906,3.5,12305.58951,19642,4,11622.65179,20247,13,30581.808,328,4,9516.078878,19585,5,19,1,4,5,0,0
AC004691.5,0,64,19,0,0,170,0,4,2,3,36,129,165,0,0,0,1,4389.536492,11054,1,0,6101,1,7.97,0,25,18,22,0,22,0,11,11,1,6191.782922,15829,0,0,0,1,6191.782922,15829,2,8777.921729,11718.5,0,0,0,2,8777.921729,11718.5,12,29,9,25,12,26,2
AC004692.4,0,62,60,0,0,0,0,25,5,3,5,58,63,0,0,0,1,1195.174375,9033.5,0,0,22897,8,7.14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
AC004702.2,0,42,12,0,0,0,0,3,0,2,11,74,85,0,0,0,1,2361.800912,11079,1,0,6525,1,9.176667,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
AC004744.3,2,55,41,0,0,0,1,2,0,0,3,20,23,0,0,0,1,2220.347638,12293,1,0,8439,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
AC004775.5,2,33,54,0,0,0,0,23,6,2,25,37,62,8,50438.023,665,1,4334.332128,15610.5,1,0,22451,22,8.723167,1,32,5,13,3,10,1,9,10,7,44307.46547,22389,10.5,78266.0077,900.5,1.5,5497.702914,13305.5,1,13154.29083,18508,8,50438.0232,662,1,6375.4304,15226,10,10,4,5,23,8,8
AC004837.4,0,50,16,0,0,0,0,8,2,1,17,13,30,0,0,0,1,4075.493876,15970,1,0,18052,8,8.82381,0,25,2,23,0,23,0,23,23,1,3943.360306,15549,0,0,0,1,3943.360306,15549,1,4302.1556,16120,0,0,0,1,4302.1556,16120,7,7,7,7,28,17,17
AC004837.5,0,49,18,0,0,286,0,4,0,2,14,19,33,0,0,0,1,2516.276886,10801.5,0,0,22897,2,9.09,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
AC004854.4,0,49,91,0,0,0,0,29,7,6,10,23,33,1,27868.87067,328,1,8821.551077,19421.5,1,0,19419,3,7.395714,3,30,12,74,3,71,3,18,21,1,12016.4811,20634,1,28886.29664,325,1.5,10776.05349,20564,1,14439.03161,20356.5,1,28886.29664,325,1,11549.5786,19956,24,35,3,5,31,78,12
AC004862.6,0,34,8,0,0,0,0,6,0,2,33,71,104,0,0,0,1,4227.440484,11757.5,0,0,22897,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004869.2,0,52,22,0,0,0,0,13,2,1,19,49,68,0,0,0,1,1941.93298,11184,0,0,22897,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
AC004869.3,0,54,29,0,0,135,0,13,2,1,3,11,14,0,0,0,1,2061.8111,9120.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
AC004870.3,0,50,5,0,0,177,0,18,3,0,24,94,118,4,57341.872,903,1,4034.349508,8744,1,0,7465,2,8.36,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
AC004870.4,0,71,9,0,0,130,0,5,0,1,8,41,49,0,0,0,1,1739.390946,7359,1,0,5364,0,0,0,13,8,15,0,15,0,0,0,1,4700.764741,10885,0,0,0,1,4700.764741,10885,0,0,0,0,0,0,0,0,0,9,13,0,0,5,11,0
AC004895.4,0,67,88,0,0,0,0,37,8,3,12,29,41,0,0,0,1,4435.162876,17071,0,0,22897,2,3.42,0,34,14,108,15,93,0,24,24,1,24062.18834,20016.5,1,54590.51189,978,1,6313.163018,17291,1,4027.05535,16825,0,0,0,1,4027.05535,16825,31,50,5,11,41,78,21
AC004901.1,0,72,30,0,0,0,0,5,1,1,4,32,36,0,0,0,1,1303.54266,7195,1,0,6277,9,7.446154,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
AC004906.3,0,63,194,0,0,0,0,13,3,1,22,123,145,0,0,0,1,4825.588319,16098.5,0,0,22897,5,8.716,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
AC004920.3,0,68,24,0,0,203,0,1,0,0,19,80,99,0,0,0,1,2980.224024,11271,1,0,8823,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
AC004941.3,1,69,29,0,0,0,0,5,2,0,39,139,178,1,29153.837,478,1,5773.107876,17320,0,0,22897,0,0,1,89,1,12,0,12,0,12,12,1.5,12672.52011,19290,0,0,0,1.5,12672.52011,19290,1.5,12672.52011,19233,0,0,0,1.5,12672.52011,19233,4,5,4,5,17,8,0
AC004947.2,4,83,18,0,0,0,0,24,5,2,13,69,82,0,0,0,1,3096.526018,8909,1,0,5325,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,0
AC004951.6,0,23,65,0,0,0,0,1,0,0,37,88,125,0,0,0,1,2939.2845,13237,1,0,17938,4,8.249167,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
AC004988.1,1,68,0,0,0,137,0,1,1,0,9,12,21,0,0,0,1,7435.432543,12847,1,0,4890,1,6.443333,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC005009.1,0,44,10,0,0,104,0,2,0,0,1,42,43,0,0,0,1,1514.9728,10237,1,0,10237,2,8.004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC005009.2,0,51,3,0,0,122,0,9,2,0,3,17,20,0,0,0,1.5,4339.0872,12052.5,0,0,22897,3,8.534286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AC005013.5,0,46,29,0,0,0,0,13,1,1,27,93,120,0,0,0,1,1878.371221,10478,1,0,9762,20,8.143167,0,19,25,31,0,31,0,3,3,2,6140.48908,14045.5,0,0,0,2,6140.48908,14045.5,1,1038.662733,4353,0,0,0,1,1038.662733,4353,33,49,2,7,6,31,4
AC005019.3,1,78,15,0,0,0,0,3,1,1,12,21,33,0,0,0,1,3247.7551,11165,0,0,22897,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
AC005022.1,0,47,28,0,0,0,0,2,0,0,11,71,82,0,0,0,1,2218.360123,10936,1,0,7648,1,5.26,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
AC005029.1,0,55,16,0,0,0,0,1,0,0,14,30,44,0,0,0,1,1659.912467,10664.5,0,0,22897,1,6.776667,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
AC005037.3,0,50,36,0,0,0,0,32,6,5,9,12,21,0,0,0,1,5551.690459,19151.5,0,0,22897,2,5.622,0,22,23,89,5,84,0,5,5,2,15560.5284,20335,3,40399.36004,648,1,10456.65888,19282,2,8151.6139,18325,0,0,0,2,8151.6139,18325,42,47,1,2,17,75,0
AC005042.4,1,59,66,0,0,0,0,2,0,0,34,98,132,0,0,0,1,3047.37448,9155,1,0,4823,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,16,7,0
AC005042.5,1,60,5,0,0,0,0,1,0,1,16,64,80,0,0,0,1,4053.698863,15419.5,0,0,22897,3,8.805,0,24,1,10,0,10,0,0,0,1,6494.12371,16406.5,0,0,0,1,6494.12371,16406.5,0,0,0,0,0,0,0,0,0,5,4,0,0,8,8,0
AC005062.2,1,70,6,4,0,0,0,1,0,0,5,14,19,0,0,0,1,8987.0297,18496,0,0,22897,2,8.508333,0,16,6,35,3,32,0,0,0,1,9273.740344,20156,2.5,28894.7205,314,1,7846.759969,19607,0,0,0,0,0,0,0,0,0,14,20,0,0,16,40,0
AC005076.5,0,63,33,1,0,0,0,33,8,3,5,13,18,0,0,0,1,9206.092983,20409.5,0,0,22897,4,7.151818,0,12,6,20,0,20,0,0,0,1,2555.966405,11727,0,0,0,1,2555.966405,11727,0,0,0,0,0,0,0,0,0,8,14,0,0,14,30,0
AC005082.12,0,46,66,11,0,0,0,8,2,1,11,52,63,1,40385.847,691.5,1,5329.597443,15866,1,0,18554,7,8.651429,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
AC005083.1,1,67,17,21,0,1,1,23,3,5,15,17,32,4,31949.596,339.5,1,4026.75622,14573,1,0,15689,4,3.8,2,15,22,36,3,33,2,6,8,3,10401.28855,20354,1,29068.84671,314,3,9120.181619,20354,1,12670.10139,14454,4,33374.1826,384,1,2318.060783,13707,15,17,4,3,18,40,7
AC005104.3,1,0,68,0,0,0,0,27,7,6,38,100,138,11,29553.065,3,1,6510.736398,15533,1,0,18926,7,7.301176,1,40,23,124,0,124,0,22,22,1,8343.182342,18123,0,0,0,1,8343.182342,18123,1,10438.31585,20890,0,0,0,1,10438.31585,20890,50,67,9,13,22,83,13
AC005150.1,0,60,12,0,0,85,0,3,0,0,9,30,39,0,0,0,1,1640.95468,8538,1,0,8538,1,8.726667,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC005152.2,0,69,39,0,0,0,0,3,1,0,24,56,80,1,33027.22,574,1.5,5205.305511,16750,1,0,19875,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
AC005152.3,0,57,21,0,0,0,0,5,1,0,9,39,48,0,0,0,1,4526.418938,13993,1,0,20099,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AC005154.6,0,54,31,28,0,0,0,34,8,5,19,29,48,1,26084.39267,636,1,7070.053445,17896.5,1,0,20883,8,7.019333,3,20,6,21,0,21,0,0,0,1,4454.654409,15453,0,0,0,1,4454.654409,15453,0,0,0,0,0,0,0,0,0,9,15,2,2,20,17,0
AC005160.3,0,50,8,0,0,144,0,0,0,0,13,22,35,0,0,0,1,2339.018388,10852,0,0,22897,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC005162.4,1,71,8,0,0,0,0,2,1,0,11,21,32,0,0,0,1,4869.779517,10146,0,0,22897,1,9.033333,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
AC005162.5,0,41,7,0,0,182,0,16,5,1,7,26,33,0,0,0,1.5,2987.18555,9713.5,0,0,22897,2,6.36,0,2,18,18,0,18,0,1,1,1.5,6653.534917,16005,0,0,0,1.5,6653.534917,16005,1,4124.8863,12281,0,0,0,1,4124.8863,12281,15,22,0,0,5,10,0
AC005197.2,0,46,100,0,0,0,0,7,1,2,25,86,111,0,0,0,1,4559.910556,15386.5,0,0,22897,2,8.74,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
AC005220.3,2,41,54,0,0,0,0,18,2,2,64,142,206,6,94458.53783,960,1,6257.439414,15930,1,0,20697,0,0,6,57,33,64,7,57,0,17,17,2,24439.06877,20140,5,65391.91141,626,2,10556.74923,18163,2.5,8596.30126,17025,0,0,0,2.5,8596.30126,17025,41,48,20,16,11,35,5
